disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
1845,,,,,9045503.16,436410.39,8584903.77,2024-11-09T00:00:00.000Z,,1374399,b17eeac0287de36e0f59b7d3e709514d12cbd67d,2024-11-09T04:05:02.739Z,db6f47a2-fed4-4fab-861f-0ef75d3177e2
1848,,,,,12436207.3,1616896.05,10567032.73,2024-11-09T00:00:00.000Z,,2065029,26c80cf861e9b059943f6ffe3ef1b23edc1649df,2024-11-09T04:05:02.739Z,421f3a4e-5693-4b89-b644-00353761f52f
1849,,,,,11534817.8,1848282.71,9043559.23,2024-11-09T00:00:00.000Z,,1455392,d3f2c84cada6dab5947c5f1a7a493b6e485ca8f5,2024-11-09T04:05:02.739Z,d76f9040-12d1-4fff-9e67-9391b85baa0d
1850,,,,,15612814.36,11771539.15,3883162.25,2024-11-09T00:00:00.000Z,,794466,0cc05423905352021a825f2ad443018e8087ef5e,2024-11-09T04:05:02.739Z,5ad21ca5-e421-447d-be46-24bb3ef8266b
1851,,,,,8931032.41,3599419.33,5299623.68,2024-11-09T00:00:00.000Z,,1308247,679c74d7c1166af6ca14e006d89248effef6acb1,2024-11-09T04:05:02.739Z,9b35df24-59a7-4df4-9f4a-1e826d7bcdf1
1852,,,,,2915456.44,147380.37,2766773.17,2024-11-09T00:00:00.000Z,,229235,64182a45ec213ac934fb26189a96c08d2b48f734,2024-11-09T04:05:02.739Z,8bc0eb4b-2591-4074-9703-e0f55a48109b
1853,,,,,4491366.48,115396.42,4342179.14,2024-11-09T00:00:00.000Z,,410465,4cc9c54f424b2e60e6ff2e07ce1ce5f0ddc6eec3,2024-11-09T04:05:02.739Z,e5f7724b-29ce-4102-94b4-c59d860bc516
1854,,,,,6484641.68,834966.45,5443756.58,2024-11-09T00:00:00.000Z,,912871,42a0d3076c65ac28881661304716b9e1335076a1,2024-11-09T04:05:02.739Z,6ac37112-256a-4589-b78d-59a8e70a444d
3595,,,,,,,,,,,7fb9b9431e103b8fd5d854a85e5890e67eeaa088,2023-07-11T23:02:38.706Z,46d14ecb-9523-4d27-9852-dbca6a61e168
1856,,,,,2203358.38,383569.5,1776744.36,2024-11-09T00:00:00.000Z,,185505,82dea48fbd07a5fa8dc214bd39a2dfcdf1905f7b,2024-11-09T04:05:02.739Z,8a2d324e-670a-4898-a8f4-38fe47496a05
1860,,,,,3143581.09,169848.37,2832828.06,2024-11-09T00:00:00.000Z,,463613,c3929b23f4c9b53af4651d405410a5cb73df8461,2024-11-09T04:05:02.739Z,84227bf7-6bfe-4b05-88df-33c75b69549e
1861,,,,,15305769.72,622189.49,14604217.44,2024-11-09T00:00:00.000Z,,1217406,911ebb543825f7ee62704246fc9631c0fdbadca2,2024-11-09T04:05:02.739Z,a5504d5d-1ecd-4ed3-a563-eed2edd4fcf3
1862,,,,,7711083.63,4334273.77,2961035.2,2024-11-09T00:00:00.000Z,,1071884,0b0cc9074e9228071eecd317c35fbd40d269a617,2024-11-09T04:05:02.739Z,1c2aa85a-8a45-4067-85cd-0ecbccae55ca
1863,,,,,6310528.42,3015956.79,3118547.95,2024-11-09T00:00:00.000Z,,631452.15,99ea926fc042941baa98af5c06c34b3ac8708b0a,2024-11-09T04:05:02.739Z,8a6b9261-b14f-47f4-aaf5-10aa908d6211
1864,,,,,5125804.16,161232.94,4945531,2024-11-09T00:00:00.000Z,,572187,8ca49f196b97a93ebd8ab1d37a20cf2937874bc4,2024-11-09T04:05:02.739Z,5c764e13-b023-491b-8011-5f29d09ce222
1865,,,,,3950737.77,832070.82,2805052.94,2024-11-09T00:00:00.000Z,,504725,11b4f2984328c69bb8bce427795028a65c2835f8,2024-11-09T04:05:02.739Z,ccdbb0b8-b45e-421e-b5ed-6903e66b582a
1866,,,,,4228940.04,796996.58,3157235.46,2024-11-09T00:00:00.000Z,,1485616,90cd37215b331484ac122a43d4d7be70335ce5a6,2024-11-09T04:05:02.739Z,681f8c1e-8402-419d-a1c9-acef24f1c300
1867,,,,,12182946.13,1412267.55,10483649.28,2024-11-09T00:00:00.000Z,,2708545,718fbd84277ac51b707cc9b522500b9a422c2f28,2024-11-09T04:05:02.739Z,265108ff-45d2-4b33-9e91-578b7f43bbf1
1868,,,,,19988438.27,28063.66,19824316.38,2024-11-09T00:00:00.000Z,,4996596,83873338ffe343d3f40ea447c640ca89cc740aa6,2024-11-09T04:05:02.739Z,fc7b0705-e0e4-475d-ab98-c8713a6bbabd
1869,,,,,17438357.78,1107909.3,15859192.35,2024-11-09T00:00:00.000Z,,309213,00c7b642ea95ed677f7593e7bc47cae78f2304ea,2024-11-09T04:05:02.739Z,9e2d03ae-3a70-452b-9797-b6880be50a4d
1870,,,,,19986986.22,337196.7,18978293.77,2024-11-09T00:00:00.000Z,,1672344,f9758eb7ca070562e0e819d2c0deab343ab90433,2024-11-09T04:05:02.739Z,014a25fa-3781-40ab-baa0-b10db35feea5
1871,,,,,18885702.86,13126074.12,5293596.93,2024-11-09T00:00:00.000Z,,1746827,1bfdd7c4770121a50c529f4d96dacf0159dcba98,2024-11-09T04:05:02.739Z,81d03758-9105-4b10-aade-22edffb9cf94
1872,,,,,9308284.68,190531.08,9085444.01,2024-11-09T00:00:00.000Z,,1418762,b971891af75dd9a804c6ee9624793b93d566c0e2,2024-11-09T04:05:02.739Z,536f14b4-051c-41a6-b203-8c7a1c78e473
1873,,,,,13737974.24,13590235.23,147739.01,2024-11-09T00:00:00.000Z,,412057.48,bbd087d98d620bc5329efb4bc05459089619c2ab,2024-11-09T04:05:02.739Z,b3dbfa75-5e9b-4594-aa4f-93bb8e0939dc
1874,,,,,22887905.74,21001197.77,928081.94,2024-11-09T00:00:00.000Z,,4308099,b7de99905d09637e0210bc73d9575ebc70a281d4,2024-11-09T04:05:02.739Z,8ca75a08-3e13-4eba-b109-a695741b081d
1875,,,,,24581512.14,24433079.68,,2024-11-09T00:00:00.000Z,,3397069,efbc422ce0e9c30cf734093cca52ba590ab12237,2024-11-09T04:05:02.739Z,f232fade-b372-414e-b5ac-b3b896cdee87
1876,,,,,18085951.67,5487552.17,12233957.76,2024-11-09T00:00:00.000Z,,3177806.11,31ab74e80c6b51d82306a160a849ced0bdc88b7c,2024-11-09T04:05:02.739Z,a3da30cb-7892-4291-aa0e-7161a9db92c1
1877,,,,,5996437.44,2749347.17,2986321.27,2024-11-09T00:00:00.000Z,,1505411,aaa411b4363fbbf239ca82e40c677fffee14f932,2024-11-09T04:05:02.739Z,067bd59a-7673-4a3a-acbf-23740b90de7d
1878,,,,,6577021.37,3133357.82,3340563.19,2024-11-09T00:00:00.000Z,,54775,c4c040a00433ef5b2ae382acdcdcb55bfa985075,2024-11-09T04:05:02.739Z,f7f8f1f0-20d4-44ef-bb72-81f83fb08519
1879,,,,,12773947.54,112691.04,12518072.96,2024-11-09T00:00:00.000Z,,992229,fb2aecb17d5db0fa46eedfdd29636ee48fd5dbec,2024-11-09T04:05:02.739Z,2692458e-d4c1-4397-964f-d9a574476e9f
3619,,,,,,,,,,,7cca945684c8d88e7eaa836735ec7619deff241a,2024-09-27T23:05:38.504Z,5496d20a-5932-402e-a02e-dc940f1ef611
1880,,,,,84281914.59,5984834.17,77280358.34,2024-11-09T00:00:00.000Z,,21711154,fd38ad0c16c8532baf2ade3a02f99418c4a921ae,2024-11-09T04:05:02.739Z,74a7a2bb-60d7-4686-85af-d275b69a968c
1881,,,,,2944843.15,2914471.35,35055.01,2024-11-09T00:00:00.000Z,,255138,acd6e3d798e95774f2d2d5997fca6c7ad334cb34,2024-11-09T04:05:02.739Z,79124f00-1f68-486a-ade4-599c76374fbc
1882,,,,,3536705.06,3536705.01,0,2024-11-09T00:00:00.000Z,,0,e8e0202e857e6b58ef64266558a787971ce8a5e2,2024-11-09T04:05:02.739Z,ff4721fc-65e7-4820-bac6-03ee88eb684c
1883,,,,,118162678.93,18463782.92,97604362.25,2024-11-09T00:00:00.000Z,,11516711.19,00066ac7069a3aedc3060f22612bb51d7d13e9b2,2024-11-09T04:05:02.739Z,e2301901-d8f1-41cb-bc07-dedb96ecf345
1884,,,,,28014674.09,7457446.19,19002709.49,2024-11-09T00:00:00.000Z,,7574086,9ea2a7710440ffb3fa82ba071cfa504febd79926,2024-11-09T04:05:02.739Z,e92f7d8c-75ec-470f-9fc8-0a5f7efb493f
1885,,,,,15069225.02,609559.78,13830000.89,2024-11-09T00:00:00.000Z,,2350354,adcb4cc7d065d4237fcec222f07c7d5fe3306a23,2024-11-09T04:05:02.739Z,780193bf-ffc4-43ff-a328-fdbd33bf7319
1886,,,,,874502.99,494573.42,365872.61,2024-11-09T00:00:00.000Z,,186548,7b4284d489a991b024e6e08aa5136d3885fa6ec5,2024-11-09T04:05:02.739Z,7bf6ea19-19f2-4080-bdbb-756e95d067cd
1887,,,,,49059867.72,10667443.86,37848913.93,2024-11-09T00:00:00.000Z,,9243656,60597f83fe6a30d403754f86133b639a046af053,2024-11-09T04:05:02.739Z,cc322d77-e978-4531-81a0-b57108544c1d
1888,,,,,6758660.48,2873776.4,3526341.04,2024-11-09T00:00:00.000Z,,1046453.3,381c88e25c45ca2312b0b87cb85b23644f7881a8,2024-11-09T04:05:02.739Z,7cb86261-1c1e-4685-a620-5723105a6cb4
1889,,,,,14025375.64,13675672.08,349703.56,2024-11-09T00:00:00.000Z,,2004623,c5a6180c722502a16384263623b6af4824e1eef1,2024-11-09T04:05:02.739Z,541c433f-512c-4d89-8d05-6b11744b50fc
1890,,,,,7638439.83,5962927.88,1647693.95,2024-11-09T00:00:00.000Z,,0,8266b02ae07d4194d13d52c5749e6cadd2333cf0,2024-11-09T04:05:02.739Z,ccf1624a-c45f-4d10-aa2b-b14ed31382d4
1891,,,,,5295215.58,2994439.09,2296845.57,2024-11-09T00:00:00.000Z,,224743,a6065e01c66c2eae29e6076875216d8f3758a270,2024-11-09T04:05:02.739Z,453b6ff2-2450-4f49-9a90-a2f3897a8de9
1892,,,,,6841093.22,3508574.92,3330433.2,2024-11-09T00:00:00.000Z,,894520,abb8eb86ae495c691a6b27a03e4c815b9dabb649,2024-11-09T04:05:02.739Z,69acc079-b697-4753-9a9a-70a64ebc9d62
1896,,,,,9201061.54,7699691.39,1449413.9,2024-11-09T00:00:00.000Z,,208855,a9c9c939dbccb1cdac4067b1cadaa6103109a6e1,2024-11-09T04:05:02.739Z,242dfa25-2776-4707-ba3a-a0aedb9b13a6
1898,,,,,44167865.22,43098114.71,472495.05,2024-11-09T00:00:00.000Z,,4954255,2044f4b4eebd030651473c0c4161c9210814ad2a,2024-11-09T04:05:02.739Z,10ba4b8e-9d30-4aaa-b6c7-abcbeef1dceb
1899,,,,,87911844.27,68534479.64,16630163.72,2024-11-09T00:00:00.000Z,,14575777,da9b257274c057b6d581b2b6ac5d246a7fab0441,2024-11-09T04:05:02.739Z,a81d6a32-396d-4147-a562-1fabef02b1cd
1900,,,,,12721044.7,3924565.83,8451254.62,2024-11-09T00:00:00.000Z,,1807555,4c37c6eecc7806197ec1e069e728bb95a08f3a75,2024-11-09T04:05:02.739Z,34b6207f-36c5-48ec-b40f-0e54824bff35
1901,,,,,26651652.74,2688684.29,23791745.3,2024-11-09T00:00:00.000Z,,2836942,b0553479ddda7365b3941802d1934653ed6ef345,2024-11-09T04:05:02.739Z,a2b3b95b-4379-405e-868c-3f96605df9c4
1902,,,,,3112391.72,84434.32,2980646.75,2024-11-09T00:00:00.000Z,,23471,fb52afb2fe40fa054b0eea0ba7bd60569fbf53c7,2024-11-09T04:05:02.739Z,3e4ec7c1-b462-450e-b880-73c35e2274fd
1903,,,,,3302658.43,3195592.7,108699.81,2024-11-09T00:00:00.000Z,,372956,8bd2c36282397b871f9b6d7ac80c5770a8db51f1,2024-11-09T04:05:02.739Z,84cc576f-b550-4973-8ff8-09c1e5d4e835
1905,,,,,27888157.43,22477506.98,4595584.54,2024-11-09T00:00:00.000Z,,3401021,a9430c5e9424f6cbf685c70193a31df8adb0b0c8,2024-11-09T04:05:02.739Z,57ece62d-5136-4ee0-aa44-6278f2693668
5533,,,,,,,,,,0,29ea84e648e4fb44e7c0a8647687cd8d69a5c565,2024-09-09T23:04:46.180Z,e8806fc6-ac3e-48da-860f-1f2a81179d5c
5479,,,,,,,,,,0,e6882d4dfcfc1c0060c7f2f764d59a7ab89bf94c,2023-08-21T23:03:32.831Z,720c7149-311e-4591-84a4-2c4bda853da7
5534,,,,,,,,,,0,6a03ad6e6aaff7d107f0026a96386a7aa5d4c316,2024-09-09T23:04:46.180Z,20fc79c4-0d8e-4d3f-ada4-a2cdcc587cd8
5535,,,,,,,,,,0,d8304b27650d16e9ec509be54746a73928ef994d,2024-09-09T23:04:46.180Z,9a858a1b-5fc0-44a5-b889-6e5744149601
5480,,,,,,,,,,0,4d0b02d66fee3e4b6708c70d284aadbeb2f50cbe,2023-08-21T23:03:32.831Z,a5838cbf-7d66-42d9-b848-d58cb712ffc1
5481,,,,,,,,,,0,ccd90f6f3c83d696c79c595a9ce5ce15d1c812d3,2023-08-21T23:03:32.831Z,84af6bd8-dc2e-4e56-a3a0-11b287a74559
3606,,,,,,,,,,,45ab49a078b3f0b5cf7ca0eab87785114edf19b8,2024-08-05T23:02:33.750Z,842b775c-6b3a-4e8b-94d9-9471ac42e079
1907,,,,,19679317.4,2022028.66,15871712.34,2024-11-09T00:00:00.000Z,,58901,2ffd1bc1dbb7036dc02be8bf5af85f53c2508f68,2024-11-09T04:05:02.739Z,7dc6c2da-e5c2-4d2c-bb26-d1f6231a1d78
1910,,,,,59386940.85,55541372.77,3798837.29,2024-11-09T00:00:00.000Z,,5042587,521fcbf4c0564c566355ac184060a79905935936,2024-11-09T04:05:02.739Z,327061fa-7bb0-409a-b90a-7e5be01d40c6
5536,,,,,,,,,,0,bfe7f7040d3f58c26f4ce309d3a97f1c5939b8e5,2024-09-09T23:04:46.180Z,5549ba09-f527-4945-a8d1-16769fea0335
1911,,,,,26687516.62,2482997.77,22948703.39,2024-11-09T00:00:00.000Z,,2477129.75,bfccc189633d15cdb18e919cc727a50b387d80b6,2024-11-09T04:05:02.739Z,4c7d9445-5499-4c80-acc3-3a8f71bdae5c
1913,,,,,2489369.98,405170.18,2081702.18,2024-11-09T00:00:00.000Z,,402888,3bc47d35f8dbab6e184c8f5f5567682a650d6cc4,2024-11-09T04:05:02.739Z,34b94023-1dcf-4881-b5f4-a8e95f7f4e19
1914,,,,,1862942.69,332136.52,1524356.34,2024-11-09T00:00:00.000Z,,418576,14d1244c5574f94cb7da0476b1f2960c2c0c31b7,2024-11-09T04:05:02.739Z,43a81712-9aed-4d73-b9a6-300c5303a11f
1915,,,,,21498619.82,6370181,14770906.73,2024-11-09T00:00:00.000Z,,2780704,aae9213ab93f7f5f6440a7a146d8baba1ae3bbb3,2024-11-09T04:05:02.739Z,f1270612-1716-4cd4-bfc6-ad8ef999ce1e
1919,,,,,4712458.08,198341.92,4360395.62,2024-11-09T00:00:00.000Z,,434136,a1bb9c3674f9203401a603051e911e5e226bf953,2024-11-09T04:05:02.739Z,bf1f8893-5487-4ab6-83b7-2751de574982
1920,,,,,1258988.51,138347.12,1120246.78,2024-11-09T00:00:00.000Z,,155861,242b8a2b958e92a433b3e14d53d806c58e2159b9,2024-11-09T04:05:02.739Z,b046a362-0bd0-487b-9389-e12ea471aa19
1921,,,,,13066488.27,4017683.47,8638358.27,2024-11-09T00:00:00.000Z,,2374487,9d9d711752d8d14506c7bb6451d3c7da77c78b9f,2024-11-09T04:05:02.739Z,d9590aee-5688-4af6-ad6a-aac25deb3c5e
1922,,,,,12373472.43,3014643.17,9358799.27,2024-11-09T00:00:00.000Z,,3963820.89,8d910ca8ad8f02ec033dd5c0fb7b96f681cef4a4,2024-11-09T04:05:02.739Z,ea5d3589-ec81-407c-ba6b-96f1ff6ee2e5
1923,,,,,3004023.04,1728655.15,1245722.67,2024-11-09T00:00:00.000Z,,64912,90451a8bc08749f8d4962f92e3deb850ac1694a6,2024-11-09T04:05:02.739Z,b62f7b76-a1b0-4e7f-9e78-1c5c77e062f3
1924,,,,,49926354.5,2567255.04,46878425.53,2024-11-09T00:00:00.000Z,,1234417,75ed8682e757d883cdc2aeb6230e4fc4db35bd07,2024-11-09T04:05:02.739Z,2cd7b7a5-00c4-46ae-8fb5-8e8a39aa2d46
1926,,,,,3383812.1,254006,3015914.1,2024-11-09T00:00:00.000Z,,541078.83,9e8baf04b2669b0814d283fd5f81c7412df4670f,2024-11-09T04:05:02.739Z,4e19a7d4-4c8e-4e1f-8725-9746074fdf6b
1927,,,,,2515039.14,127028.91,2185224.33,2024-11-09T00:00:00.000Z,,223662,d2c370ad6d53eea0b6ba120bfe77becac401266e,2024-11-09T04:05:02.739Z,ecc27c53-f9df-4e98-ba7d-6679f0c2ae6c
1928,,,,,3008481.95,263431.93,2608541.86,2024-11-09T00:00:00.000Z,,2454493,8fd91f692adae47c8c10dc05e294dd7a9defef6b,2024-11-09T04:05:02.739Z,b75da1f1-fe05-4b5f-bedf-6d85b533ead9
1929,,,,,666648.61,50947.14,609797.68,2024-11-09T00:00:00.000Z,,112780,16f11b62828f2430589d671ff610943e80605af0,2024-11-09T04:05:02.739Z,f30fcc33-c875-4583-b89d-22ce3d180380
1932,,,,,7384786.3,681066.07,6227277.36,2024-11-09T00:00:00.000Z,,990370,f31ce49b600c1e2f02bf7de1440ca5c09cf17036,2024-11-09T04:05:02.739Z,4a4dee94-ed99-491c-9460-c184c9cc1f51
1934,,,,,17450052.93,3136193.16,13924511.99,2024-11-09T00:00:00.000Z,,1579035,e5dc3d282fc366535c07d76ed6219c99a1cf0fc2,2024-11-09T04:05:02.739Z,e88a8dd4-86a2-4224-9c4e-e6a23bff9ee8
1936,,,,,11968744.67,1263643.96,10289627.97,2024-11-09T00:00:00.000Z,,209530,105dcab1fbf6b2cf0b1f84caf8a61a3a9b7cd855,2024-11-09T04:05:02.739Z,1cd4a788-d9fa-40b2-bd86-33f1d5d1ceb6
4799,,,,,,,,,,0,a9ef995a2848883b52161d1aaa9f6b1bd753c983,2024-07-10T23:02:33.265Z,87680a8c-2150-44ea-8aab-bc608c33905a
1937,,,,,3950567.97,69335.05,3833296.08,2024-11-09T00:00:00.000Z,,537972,0805e17be8e71df50263aeb879530109dc4177ff,2024-11-09T04:05:02.739Z,17c1e55b-3b0d-4c27-a45d-744e6c23c955
5504,,,,,,,,,,0,435cf5d5e1c5d15be494d57797ee829afc482644,2024-07-10T23:02:33.265Z,86b3b742-516e-4b83-9a5a-386ffc931d23
1938,,,,,3144150.1,484015.16,2619203.82,2024-11-09T00:00:00.000Z,,135660,ed634f62dfd4139ac53056cb2abee6518165778d,2024-11-09T04:05:02.739Z,7ec8031b-37ca-4109-9e79-6ffbc67cf9f2
1939,,,,,908945.77,623399.76,270882.07,2024-11-09T00:00:00.000Z,,182310,f2ec29d8512e2c632028caebb8440bde2ac0a4e9,2024-11-09T04:05:02.739Z,87e6aeb1-f93d-459d-b4c0-b13684f123d3
1940,,,,,6363902.22,3177980.28,3084920.67,2024-11-09T00:00:00.000Z,,1141916,3dc04965fd4f65d4630697ddb721429df819d4ff,2024-11-09T04:05:02.739Z,934ef0a1-8c05-4d9f-af8a-b482ca317f8f
1941,,,,,25078569.96,4190685.38,20063150.44,2024-11-09T00:00:00.000Z,,996035,d7d4cac055de836a9f69d5ecc96fe1e0524d6fda,2024-11-09T04:05:02.739Z,f9d2aa5e-d995-4723-8a80-337451966130
1943,,,,,22213776.98,11536454.74,10267899.58,2024-11-09T00:00:00.000Z,,974818,132564a9b8b4e008a501f6f8b140eed060bee892,2024-11-09T04:05:02.739Z,d758346c-380c-444b-b694-fd6cbe036e2a
1944,,,,,4019463.94,450201.75,3507506.82,2024-11-09T00:00:00.000Z,,648546,2df6314a3d1d039626b12340366804d5b7d15bcb,2024-11-09T04:05:02.739Z,494d3b99-5719-46c3-bb11-e57c26d97a5a
1945,,,,,2138551.99,65844.71,2064752.98,2024-11-09T00:00:00.000Z,,14946,f33f7842fca79837f982670a6368b3a4654387bb,2024-11-09T04:05:02.739Z,9cf7c797-d980-45f5-a48a-8703ca6a0376
1946,,,,,17541820.75,444762.01,16504549,2024-11-09T00:00:00.000Z,,288278,f36cf7102d7c31ef1d07d91507d438feb17990a5,2024-11-09T04:05:02.739Z,1b973d3a-631c-46cf-9b52-fcda51332e51
1947,,,,,1079972.79,78585.54,981395.83,2024-11-09T00:00:00.000Z,,173937,6859085aeeaac2942caec1be986f55c88c7d505b,2024-11-09T04:05:02.739Z,64e403aa-4147-4964-a8b8-a31ee28c4d90
5448,,,,,,,,,,114009.6,5f63383f1277d0adc8bfaab3788b4b4e6fabacc3,2024-10-30T00:04:48.454Z,0d91284e-3b76-4749-a4ea-adcd830a7ce0
1948,,,,,100179.04,25067.66,70889.03,2024-11-09T00:00:00.000Z,,242102,cd6e7160bf57361465b5398e7d758e55dc874ec5,2024-11-09T04:05:02.739Z,260ae108-931e-470f-bb6a-27aa3296f3f5
1949,,,,,837036.96,139605.49,630147.47,2024-11-09T00:00:00.000Z,,156373,6c27a7fc4a67a187c37c886f1f2dd916d5c15d8b,2024-11-09T04:05:02.739Z,dba02fcc-f37e-4e41-80b7-150c533a0511
1950,,,,,574530.98,68111.93,506419.05,2024-11-09T00:00:00.000Z,,74844,1c3f4bd50623fb3172946af9914e6d28a8ac3a81,2024-11-09T04:05:02.739Z,3f0d0ded-6d48-4679-baa3-26b36dbbcc21
1951,,,,,1555019.55,1127995.2,398819.52,2024-11-09T00:00:00.000Z,,148960,90244c76ded2251f16d09dac590d5cf7b8048c92,2024-11-09T04:05:02.739Z,e5bf0184-945d-4616-afce-776558808891
1952,,,,,80864515.33,19696907.87,58651166.89,2024-11-09T00:00:00.000Z,,10122435.51,b5d7e90f19558a838d7e418f1b90edbe3cf100f8,2024-11-09T04:05:02.739Z,a2382755-6e8b-46a9-806c-34e9a8874b36
1953,,,,,1600455.83,158889.17,1438208.97,2024-11-09T00:00:00.000Z,,193119,e3c8f29cacab72bf830953c2043099eefa54736a,2024-11-09T04:05:02.739Z,dc02574c-7e48-4517-8e1a-72d8f961ce4f
1954,,,,,52013289.04,47586106.36,3047901.96,2024-11-09T00:00:00.000Z,,7365952.14,1c49f00005999745e684edc15cc7975199686495,2024-11-09T04:05:02.739Z,509f2e23-177e-45ea-a497-42eab41ec18b
1955,,,,,8701342.5,719864.78,7732105.6,2024-11-09T00:00:00.000Z,,1065773,177f9e244ae056e76e408b5126322ad226612b99,2024-11-09T04:05:02.739Z,a1067d0d-abe4-4f63-9848-07e0fe492a6a
1956,,,,,3990138.12,211695.1,3634367.37,2024-11-09T00:00:00.000Z,,728851,4a0824ef0bed557d0cf83bdd84d04cec68f7965a,2024-11-09T04:05:02.739Z,ba397745-bb14-4d21-bc82-6d4fef86e04a
1957,,,,,44492035.36,34434355.49,9612764.64,2024-11-09T00:00:00.000Z,,5329015.09,99d0f6169dd5224f541c14c0206acb0ab502d81a,2024-11-09T04:05:02.739Z,c2b82031-3021-446b-9a41-e4eaa0a58e5a
1958,,,,,13744126.49,13511916.01,132523.84,2024-11-09T00:00:00.000Z,,2168421,3598ad48b73a6bdfd6ab54881eb33088cb40cef2,2024-11-09T04:05:02.739Z,a1560cc3-69c6-4713-ac01-d4f2f4620cd8
1959,,,,,25846401.41,25828959.22,,2024-11-09T00:00:00.000Z,,1524502.24,d165bd2f7c53f2bea634c9167d41bf74c19f566b,2024-11-09T04:05:02.739Z,d8c6b0db-62eb-425f-95b0-c004ad132b3e
1960,,,,,48259660.62,46468123.86,1242496.24,2024-11-09T00:00:00.000Z,,4512689.89,2fb547931b9e84a87f8f2fde1b13da67c188f33e,2024-11-09T04:05:02.739Z,e531ef74-a3eb-4f16-ad4d-248e722bde4e
1961,,,,,9807841.2,7036419.52,2451128.68,2024-11-09T00:00:00.000Z,,1769996,3eda5c7c46751376f20f4fabfbe144a79db3ef3d,2024-11-09T04:05:02.739Z,d520e1b1-f984-4d62-922e-f1faed2ac102
1962,,,,,1801838.12,973829.45,773695.45,2024-11-09T00:00:00.000Z,,15000,3d036d59bab850114f5bf64d93d361c6cd727cd4,2024-11-09T04:05:02.739Z,d33eb07c-f899-4f3a-8d3c-4f8473c33c2c
1963,,,,,7610816.89,1113835.77,6223170.56,2024-11-09T00:00:00.000Z,,1296030.03,707e50b1625fbc7523dde57f8edf78551c3731ac,2024-11-09T04:05:02.739Z,c5c3401f-ca01-41d5-a306-450d6deddd59
1964,,,,,5611823.23,811190.6,4611151.64,2024-11-09T00:00:00.000Z,,1211616,af99cc70e7f628561303ad43202f9180c53fc4f8,2024-11-09T04:05:02.739Z,616277d0-5354-4304-9369-3a26256e3704
1965,,,,,5614462.32,657367.69,4887355.71,2024-11-09T00:00:00.000Z,,1210847,ac0c3fbfcd253dbc7c3d357b2aedbc06ac64ea7c,2024-11-09T04:05:02.739Z,28553dfd-7892-405e-83f0-f28a4e2e416e
1966,,,,,8143719.94,8082616.57,47965.6,2024-11-09T00:00:00.000Z,,1681284,adc1487aa5d65bbdcbe489adbd78eb87d409ca1d,2024-11-09T04:05:02.739Z,49fec242-575b-4280-afbb-249738f87096
1967,,,,,7050406.37,752823.79,6218843.73,2024-11-09T00:00:00.000Z,,851500,db2a4dd49bdab94ac31e06cbe6aa4da69443d2a7,2024-11-09T04:05:02.739Z,fbbe26c2-2663-4351-933c-d346a48becef
1968,,,,,37703713.52,9391241.13,27270667.39,2024-11-09T00:00:00.000Z,,4257267.97,c8cdde0997c1ea0aec7d744f55e736c59ce07f9f,2024-11-09T04:05:02.739Z,303724b3-6766-4f90-ad84-3431fd393fbb
1977,,,,,2702114.08,693840.84,1880111.6,2024-11-09T00:00:00.000Z,,669375,5f486e2c8e9dfe27a4bff83650da154f0a199372,2024-11-09T04:05:02.739Z,14dbca1f-9b97-4d5c-a757-bd15a3c372be
1978,,,,,7041838.42,2135392.16,4865260.83,2024-11-09T00:00:00.000Z,,1186863,6d6f22766b5fd2677475896a6248483da2fc37b3,2024-11-09T04:05:02.739Z,d9b140d2-0e23-4a6f-91a6-9f6b3e8c0470
2001,,,,,,,,,,,743bd37c7aa65ad27b442ac976c52ff3c50592fc,2023-03-18T13:22:12.883Z,dd572841-142f-404a-aa5f-cdc06e8d0617
2002,,,,,,,,,,,dabb8c0547787f134301383835b8d20f60803c14,2023-03-18T13:22:12.883Z,6d2eb3f6-ad2f-4ee9-a6f2-93e2d6f3f25e
2003,,,,,,,,,,,192203993395bff3a623669a22b975a4615e2e21,2023-03-18T13:22:12.883Z,d2854cc1-68c1-4cf6-abbe-798253c701fb
2004,,,,,,,,,,,919314ce0e7fdd97e9431fca09de83b53153d3c8,2023-03-18T13:22:12.883Z,3010bd16-8532-4e07-9d61-3ba76fb97a2e
2005,,,,,,,,,,,464b07fe1a97d72c2647a4706d4da3ead25466c2,2023-03-18T13:22:12.883Z,e1da503d-5b28-4c19-8f26-99f92570031a
2006,,,,,,,,,,,1adeb2ba9472315753093b5fe8623c77a0899143,2023-03-18T13:22:12.883Z,98e6f08c-f120-4551-92db-fd7a40d9e34f
2007,,,,,,,,,,,cdff557c3a1134eb36118bfffad0bd765de319f6,2023-03-18T13:22:12.883Z,abd4f259-7941-402f-a943-2fcfd0b9acf4
2008,,,,,,,,,,,2702a553dc89a9c632b67b9e0e10a215d9dd2fb8,2023-03-18T13:22:12.883Z,0685784e-a120-4bcf-b833-21e22b583857
2009,,,,,,,,,,,e7e77c23e17c51a926b013d961a1cd4cd08cf71f,2023-03-18T13:22:12.883Z,8bd57fa1-c5f9-4899-9650-00390d70504e
